,tanb,Lambda2,Lambda4,uv_ef
117,6.51294,0.42631,-0.5372239999999999,63159.0
118,1.2221,1.4652399999999999,0.439434,63159.0
119,0.644731,0.8670399999999999,1.5721100000000001,7018.6
120,3.2856400000000003,0.301591,1.1733200000000001,273250.0
121,3.8017199999999995,0.471155,-1.38301,30365.0
122,16.494,0.143024,1.8139,2339.7
123,1.45656,1.03135,-1.35886,91089.0
124,1.02067,1.14004,-0.395398,15343000.0
125,2.8771299999999997,0.6711590000000001,1.5724799999999999,3374.3
126,1.07885,1.96317,1.75065,7018.6
127,0.714493,1.07234,-0.316234,3374.3
128,2.44381,1.00147,0.938084,4866.5
129,1.0642,1.68192,1.10199,14599.0
130,1.2939100000000001,0.894956,-0.586761,2458900.0
131,2.64297,0.758529,0.289564,131370.0
132,1.6429799999999999,0.323732,0.9810030000000001,91089.0
133,2.42903,0.43496599999999996,0.328379,273250.0
134,0.650105,1.6475,1.37576,14599.0
135,12.0387,0.24033800000000002,0.931428,568360.0
136,7.069189999999999,0.23303000000000001,0.318795,5114500.0
137,14.1225,0.348435,1.42746,30365.0
138,0.9961979999999999,1.16117,-0.357487,273250.0
139,5.0897,0.0779523,0.287213,63159.0
140,0.742579,1.3012700000000001,0.467379,131370.0
141,3.07321,0.503468,0.486863,5114500.0
142,6.1542,1.2362600000000001,1.15658,2339.7
143,0.661499,1.48511,1.0894700000000002,3374.3
144,0.5463319999999999,1.51375,0.522482,1622.3
145,4.81427,1.06229,1.14205,43793.0
146,2.66846,0.416099,-1.21835,131370.0
147,10.2725,0.25576,0.814022,91089.0
148,0.6610090000000001,1.51816,0.816642,1124.9
149,0.681372,1.9089200000000002,-1.46561,131370.0
150,4.17895,1.5903100000000001,0.711972,7018.6
151,1.2761799999999999,0.6293380000000001,0.674904,2584200000.0
152,1.3940299999999999,1.7288400000000002,-0.237064,14599.0
153,5.02982,0.142144,1.7148900000000002,10122.0
154,5.3183,0.16354100000000002,1.38201,21054.0
155,0.8967629999999999,1.72597,0.978938,14599.0
156,1.49326,0.44749799999999995,-0.564753,63159.0
157,0.9827959999999999,1.6587,1.3358,7018.6
158,3.99724,0.0744826,0.305207,819690.0
159,2.24059,0.91538,-1.30246,819690.0
160,1.0426799999999998,1.63594,1.5419399999999999,43793.0
161,6.83622,0.36228,-0.386571,131370.0
162,7.22965,0.133865,-0.0167138,10122.0
163,2.24587,1.29331,0.254406,91089.0
164,2.11642,0.453958,-0.918149,1705000.0
165,1.0867799999999999,0.311224,1.54199,4866.5
166,1.9477,0.733386,1.01135,14599.0
167,8.32312,0.257076,1.2050100000000001,91089.0
168,1.7744099999999998,1.97776,1.0731,21054.0
169,1.35788,0.846816,1.7381,7018.6
170,2.2106,0.711801,-1.58656,394080.0
171,1.70639,0.303287,-0.07555110000000001,63159.0
172,0.7623880000000001,0.85921,-0.164945,1124.9
173,2.39072,1.36058,0.539797,394080.0
174,3.81909,1.4757799999999999,-0.6746300000000001,21054.0
175,1.4722600000000001,0.9201389999999999,1.56064,4866.5
176,1.21092,1.12046,-0.320291,568360.0
177,0.747297,1.90295,0.371155,131370.0
178,4.81445,0.11926500000000001,0.47895699999999997,43793.0
179,2.79025,0.144988,1.27938,30365.0
180,0.911747,0.8483850000000001,1.50153,14599.0
181,0.872102,1.27322,0.776367,30365.0
182,2.3170900000000003,0.704897,-0.40524499999999997,5114500.0
183,0.592521,1.50652,-1.98522,1124.9
184,0.9308069999999999,1.8758700000000001,0.6746270000000001,14599.0
185,13.1622,0.31701,0.52171,21054.0
186,3.5347800000000005,0.253788,0.28949600000000003,10122.0
187,0.563546,1.9837200000000001,0.58529,3374.3
188,0.958592,0.847741,0.197389,43793.0
189,1.11133,0.741552,0.783621,189460.0
190,0.8560459999999999,0.579729,1.14891,4866.5
191,4.97043,0.34362600000000004,0.9236340000000001,91089.0
192,1.00455,1.29565,1.1320000000000001,131370.0
193,5.62522,0.29088,-0.0127614,21054.0
194,1.08501,1.07782,-0.933643,21054.0
195,1.09055,0.7543529999999999,-1.19239,43793.0
196,0.653373,1.56588,0.295414,3374.3
197,1.3846399999999999,1.33896,-0.578836,819690.0
198,0.913905,1.2609,1.59865,2339.7
199,1.47565,0.271764,1.90835,14599.0
200,2.08425,1.9164599999999998,-0.46190299999999995,4866.5
201,8.87853,0.34574699999999997,1.3754,10122.0
202,1.31379,0.36470199999999997,1.7930099999999998,10122.0
203,1.8372,1.79978,-0.976784,43793.0
204,1.22212,0.59492,-0.516281,43793.0
205,8.314219999999999,0.2379,1.62847,3374.3
206,0.9556979999999999,1.94008,0.417259,21054.0
207,3.78356,0.251389,0.342486,7018.6
208,3.49992,0.028336,0.852611,7018.6
209,6.599310000000001,0.08976360000000001,1.69905,7018.6
210,4.03106,0.349677,0.868024,1705000.0
211,7.95985,0.216534,1.56122,10122.0
212,4.59668,0.08356849999999999,0.8948309999999999,10122.0
213,15.2101,0.281055,0.7007909999999999,10122.0
214,41.7669,0.249446,1.76853,14599.0
215,4.37018,0.230054,0.128003,7376300.0
216,1.8136,1.04919,1.8027099999999998,21054.0
217,1.6555799999999998,1.8557299999999999,1.26969,30365.0
218,9.05644,0.219675,1.52148,43793.0
219,1.7128900000000002,1.7622,0.278471,14599.0
220,1.89895,0.73316,0.10273800000000001,14599.0
221,0.748668,1.68085,-0.00817369,43793.0
222,1.61388,1.2813299999999999,0.158236,131370.0
223,1.7607599999999999,0.676369,-0.624841,10122.0
224,0.515735,1.88106,1.53813,1124.9
225,3.8910199999999997,0.08525869999999999,1.30649,14599.0
226,1.50478,0.6636310000000001,0.928456,63159.0
227,2.94817,0.146134,0.40529899999999996,10122.0
228,1.00191,1.52114,1.18882,4866.5
229,7.08525,0.225003,0.159887,1182200.0
230,2.30735,0.262727,-0.0927794,10638000.0
231,1.8192700000000002,1.4249399999999999,0.309141,10122.0
232,3.57553,0.151781,0.0376464,394080.0
233,2.59102,0.9262670000000001,-0.20742800000000003,273250.0
234,1.3922,0.832508,1.31123,21054.0
235,0.8667799999999999,1.9470299999999998,-1.00242,30365.0
236,1.37016,1.6924299999999999,-1.7456,63159.0
237,5.32667,0.423961,1.68563,10122.0
238,0.8145600000000001,0.986664,-1.54175,63159.0
239,4.94877,0.25603000000000004,1.86885,10122.0
240,3.16609,0.398318,0.868583,10122.0
241,22.1744,0.24905100000000002,1.9831599999999998,21054.0
242,4.42552,0.0470329,0.810743,7018.6
243,3.80955,0.0486291,1.0695700000000001,4866.5
244,0.912326,1.9759200000000001,-0.302722,10122.0
245,5.6165199999999995,0.5317569999999999,-0.248004,21054.0
246,0.732375,1.98698,-0.744344,63159.0
247,0.775727,1.58981,1.05065,131370.0
248,1.21204,0.48496999999999996,1.16125,4866.5
249,5.32488,0.153642,1.40729,30365.0
250,1.16254,1.2175200000000002,0.357875,189460.0
251,16.3511,0.220383,1.57178,3374.3
252,1.03398,0.6036100000000001,0.9037129999999999,10122.0
253,3.76304,0.153805,1.1389200000000002,4866.5
254,2.14229,0.40169499999999997,-0.8981100000000001,91089.0
255,1.45476,0.223491,-1.09884,91089.0
256,4.54378,0.171438,1.4956200000000002,7018.6
257,6.4306,0.33520900000000003,1.9896099999999999,30365.0
258,2.3282,0.48605699999999996,1.54063,7018.6
259,1.16547,0.764522,1.22081,63159.0
260,1.3496299999999999,0.471847,0.589555,7018.6
261,0.837564,0.865282,-0.628437,4866.5
262,4.4282,0.283129,1.07348,131370.0
263,3.24361,0.0983567,1.04338,43793.0
264,2.4481599999999997,0.194588,0.617462,43793.0
265,1.28857,1.6322299999999998,1.06169,21054.0
266,2.7397,0.3912,0.672709,2458900.0
267,6.0244,0.171316,1.9325900000000003,14599.0
268,0.630627,1.1866700000000001,0.681421,1622.3
269,1.27417,1.6921,-0.012948699999999999,14599.0
270,4.87004,0.20101,1.85235,10122.0
271,1.74111,0.12028699999999999,-0.44238599999999995,1622.3
272,0.6444880000000001,1.8931900000000002,-0.183392,10122.0
273,5.2260800000000005,0.23886,0.613416,21054.0
274,0.714481,1.77679,-0.905723,30365.0
275,1.8247799999999998,1.73763,1.39299,2339.7
276,0.763304,0.531012,1.21041,1124.9
277,7.93728,0.250894,0.874607,91089.0
278,0.864317,0.450376,-0.588662,1124.9
279,0.927272,1.03206,0.8952600000000001,3374.3
280,1.16121,0.0709727,1.2836,10122.0
281,1.7383400000000002,1.2756,-0.019358,21054.0
282,21.0697,0.19558599999999998,0.71029,21054.0
283,3.08679,0.428579,0.41525200000000007,46025000.0
284,6.33896,0.32456399999999996,1.7514299999999998,10122.0
285,2.1936299999999997,0.8974709999999999,0.480256,10638000.0
286,23.3204,0.247887,0.124116,4866.5
287,1.38342,0.39668200000000003,1.69288,30365.0
288,4.32519,0.0836279,1.44775,14599.0
289,4.243930000000001,0.15771500000000002,0.8754139999999999,91089.0
290,2.4394400000000003,0.110144,1.80935,10122.0
291,1.67251,0.18342999999999998,0.36894299999999997,14599.0
292,1.14004,0.39155999999999996,1.4735200000000002,63159.0
293,1.30987,1.8556400000000002,-1.87873,10122.0
294,1.6857099999999998,1.17977,-0.6330359999999999,819690.0
295,0.934846,1.14911,0.232983,15343000.0
296,0.8531850000000001,0.82026,-0.49667100000000003,1622.3
297,0.787706,1.8960099999999998,0.331228,63159.0
298,2.4708900000000003,0.36290300000000003,1.00803,14599.0
299,0.984575,1.02865,-0.717474,21054.0
300,1.27094,1.39191,0.36885,131370.0
301,1.03601,1.4116799999999998,-0.48196400000000006,21054.0
302,13.1134,0.26253899999999997,0.944523,10122.0
303,1.68882,0.752134,1.52505,30365.0
304,3.62779,1.09189,-0.0525702,14599.0
305,1.5205799999999998,0.8026479999999999,-1.00805,43793.0
306,2.33966,0.123899,1.91199,10122.0
307,0.694511,1.82978,0.246142,30365.0
308,1.43902,1.05104,1.6540000000000001,3374.3
309,1.5918,1.36025,-1.23679,14599.0
310,1.1831200000000002,1.6703299999999999,1.35103,4866.5
311,8.50413,0.20291099999999998,0.403415,43793.0
312,2.09556,0.773046,-0.952227,43793.0
313,4.2973,1.29034,-1.14829,30365.0
314,4.36952,0.257706,1.29411,30365.0
315,11.1066,0.23393200000000003,1.9829700000000001,1705000.0
316,2.23084,1.93923,-1.4901200000000001,21054.0
317,2.05947,0.556999,1.78243,14599.0
318,1.7997299999999998,1.94851,-0.138849,30365.0
319,2.67273,0.019680700000000002,1.88267,189460.0
320,0.8727540000000001,1.36025,-0.976505,131370.0
321,0.7116100000000001,1.80467,0.11476900000000001,7018.6
322,0.846209,1.08449,-0.873858,10122.0
323,0.796512,1.8581900000000002,-0.558012,14599.0
324,0.798696,0.9959959999999999,1.88589,7018.6
325,0.549029,1.74573,1.36857,1124.9
326,17.261,0.267387,-0.0822716,131370.0
327,0.734717,1.6826,1.64306,10122.0
328,0.601536,1.1927299999999998,0.665459,1124.9
329,6.10771,0.26113800000000004,1.3442,10122.0
330,0.681405,0.6400899999999999,1.3234299999999999,3374.3
331,3.8037,0.354073,1.32197,10122.0
332,0.775237,1.6902400000000002,0.6738,63159.0
333,3.79569,0.174557,-0.242839,63159.0
334,1.36424,1.12409,0.376249,568360.0
335,1.96885,0.33429200000000003,1.96249,7018.6
336,4.83699,0.139632,1.6193799999999998,4866.5
337,1.43215,0.461528,1.39599,131370.0
338,0.94799,0.669484,0.0668523,14599.0
339,1.5788200000000001,1.6502299999999999,-1.0223200000000001,43793.0
340,1.3980700000000001,1.4663,0.286082,91089.0
341,2.90287,0.149648,1.0465,7018.6
342,1.0077399999999999,1.22851,0.0087821,4866.5
343,1.4786299999999999,0.106555,1.3932,131370.0
344,1.7642799999999998,1.5842399999999999,-0.38668,131370.0
345,5.86268,0.0977043,1.3936,14599.0
346,1.55522,1.28463,0.700475,91089.0
347,9.5492,0.22844099999999998,0.95714,10122.0
348,1.8883400000000001,0.6925560000000001,-0.038653,189460.0
349,0.9737709999999999,1.2401200000000001,0.59133,568360.0
350,0.941276,1.84867,0.74225,4866.5
351,0.8500190000000001,0.864474,-0.836759,1124.9
352,7.11004,0.254004,0.239382,43793.0
353,1.12761,1.37299,-0.641686,91089.0
354,0.780421,0.49485,1.16048,1622.3
355,1.2404600000000001,1.9042,0.281827,14599.0
356,1.82005,1.1320299999999999,-1.1830200000000002,30365.0
357,1.3623100000000001,1.72665,-1.08917,43793.0
358,2.21477,0.8822989999999999,0.159449,131370.0
359,1.0050700000000001,1.82834,-0.477768,30365.0
360,2.9234400000000003,0.669482,-1.13736,189460.0
361,1.11675,0.500826,-0.728791,43793.0
362,1.5196100000000001,0.371424,0.752933,14599.0
363,1.53758,1.8647900000000002,0.455821,21054.0
364,1.7196799999999999,0.762838,-1.04677,131370.0
365,3.19306,0.419371,1.37795,7018.6
366,1.89611,0.180286,-0.25308200000000003,10122.0
367,0.760219,1.5376,0.03563259999999999,394080.0
368,0.675049,1.93967,-0.373761,14599.0
369,0.557557,1.55085,-0.342387,1124.9
370,2.77719,1.07324,0.41396000000000005,30365.0
371,1.38239,1.7006700000000001,-0.6214350000000001,63159.0
372,0.544175,1.4822899999999999,1.2157,1124.9
373,3.9657199999999997,0.45224899999999996,-0.434626,46025000.0
374,17.2465,0.24889499999999998,0.53262,10122.0
375,2.03495,1.0123799999999998,-0.25253600000000004,7018.6
376,2.36714,0.55799,1.20785,4866.5
377,0.549545,1.79991,0.793606,1124.9
378,0.9956010000000001,1.0323799999999999,1.48261,7018.6
379,3.43264,0.20058499999999999,0.40332399999999996,21054.0
380,1.40231,1.38459,1.37915,7018.6
381,2.22005,0.48377200000000004,-0.0257199,819690.0
382,1.34649,1.70609,-1.50368,21054.0
383,1.06492,0.9344309999999999,-0.54823,14599.0
384,4.7279,0.0284475,1.5192700000000001,14599.0
385,7.897810000000001,0.183445,1.97718,7018.6
386,0.899236,1.27702,0.355327,30365.0
387,1.9834,0.5905739999999999,0.538208,91089.0
388,1.29741,0.68802,-0.985957,91089.0
389,1.7793599999999998,1.0347,1.58845,10122.0
390,0.761185,1.80066,-0.611574,273250.0
391,0.760547,1.51577,-0.105717,21054.0
392,5.64406,0.272592,1.5102799999999998,14599.0
393,8.0877,0.239218,-1.42288,273250.0
394,3.16342,0.323452,-0.553271,1182200.0
395,0.7788970000000001,0.596005,-0.9137799999999999,1124.9
396,0.78997,1.9143,0.29861,30365.0
397,3.88418,0.167681,1.50955,21054.0
398,1.63339,0.5859270000000001,1.00296,10122.0
399,1.13291,0.674689,-1.87155,1182200.0
400,1.9212900000000002,1.44547,1.32635,3374.3
401,0.973767,0.802697,-0.626101,63159.0
402,1.47704,1.76767,-1.16846,63159.0
403,3.7107099999999997,0.180384,1.8781400000000001,4866.5
404,23.1626,0.275136,1.15839,2339.7
405,15.2707,0.255276,1.9267400000000001,10122.0
406,1.35717,0.711361,-0.32441,63159.0
407,1.82804,0.290682,1.12461,10122.0
408,4.18601,0.628583,0.23544600000000002,568360.0
409,2.6896299999999997,0.173181,1.16087,30365.0
410,2.53729,0.531762,-0.8892129999999999,189460.0
411,1.4307,1.92685,-1.03568,14599.0
412,1.30172,0.40071100000000004,0.402481,14599.0
413,1.9905400000000002,1.0372299999999999,1.90228,3374.3
414,3.8908,0.29209,1.6385,21054.0
415,0.9339290000000001,0.8945770000000001,0.738398,63159.0
416,8.28725,0.163099,0.144352,1182200.0
417,1.07859,0.5468109999999999,0.43899799999999994,273250.0
418,1.30571,1.06435,0.879691,7376300.0
419,2.39605,0.46864799999999995,0.49359200000000003,1124.9
420,3.90364,0.08231210000000001,-0.48993000000000003,43793.0
421,3.56376,0.351144,1.14678,14599.0
422,2.09761,0.659431,-0.14229,10638000.0
423,1.24469,1.25691,0.966183,7018.6
424,0.666822,1.60372,0.473822,14599.0
425,2.6469099999999997,0.43729700000000005,0.0693618,568360.0
426,0.8390569999999999,0.806234,1.4357799999999998,2339.7
427,6.34788,0.104059,1.69638,7018.6
428,12.6542,0.29748,0.914075,14599.0
429,0.8691530000000001,0.34999,1.71838,1622.3
430,0.659366,1.67062,0.596546,10122.0
431,2.74893,1.74263,-0.3562,30365.0
432,0.828659,1.41829,-0.15061,10122.0
433,4.69186,0.223888,0.841026,14599.0
434,3.22447,0.22159,-0.229527,91089.0
435,0.8877860000000001,1.2472299999999998,-1.50759,1182200.0
436,1.48824,1.2128,0.927275,189460.0
437,2.25267,0.506232,1.64635,10122.0
438,3.94251,0.35580100000000003,-0.754412,91089.0
439,3.22434,0.21921100000000002,1.6964700000000001,10122.0
440,0.8127,0.827593,-1.37897,394080.0
441,4.45668,0.262006,-0.581901,7376300.0
442,1.46458,1.26294,0.132244,21054.0
443,0.741881,0.761848,-0.2122,1124.9
444,6.73888,0.453137,0.805567,63159.0
445,0.933948,0.462369,-1.29201,3374.3
446,5.3303199999999995,0.349928,1.81237,30365.0
447,2.46101,1.51108,1.1676600000000001,43793.0
448,0.989758,1.8266,0.18983,63159.0
449,2.88656,0.42249,0.559385,63159.0
450,1.43223,0.8088569999999999,-1.82923,819690.0
451,1.03312,1.6565400000000001,-0.08423610000000001,30365.0
452,1.9280099999999998,0.926319,-0.0776855,63159.0
453,0.629417,1.3144200000000001,1.82285,10122.0
454,9.309660000000001,0.325798,-0.351231,131370.0
455,1.7513900000000002,0.597775,-0.251271,14599.0
456,4.4695,0.345586,-1.22619,1705000.0
457,1.14686,0.29265,1.19977,21054.0
458,6.1462900000000005,0.22708899999999999,1.10315,14599.0
459,0.5948859999999999,1.7611,0.812782,4866.5
460,10.3227,0.110608,0.47266400000000003,21054.0
461,0.5394760000000001,1.71521,1.5538399999999999,1124.9
462,1.0283,1.46564,1.01508,21054.0
463,3.14637,0.3185,1.32311,63159.0
464,9.9465,0.10998499999999999,1.9936,7018.6
465,3.4033300000000004,0.315753,-1.06159,1705000.0
466,0.728931,1.89438,-1.87927,63159.0
467,1.3183,0.454737,0.322291,21054.0
468,6.752510000000001,0.31196199999999996,1.56501,63159.0
469,0.77723,1.5260799999999999,0.0320895,3374.3
470,3.38805,0.41734899999999997,0.7879109999999999,394080.0
471,0.794234,0.308187,1.2046700000000001,14599.0
472,0.640123,1.09284,-0.30457,2339.7
473,1.04898,0.863559,1.3975600000000001,30365.0
474,1.3280399999999999,0.97785,1.16654,394080.0
475,1.61485,0.745287,1.29572,30365.0
476,1.27234,0.8694069999999999,1.37398,10122.0
477,1.23066,1.31445,-0.397298,91089.0
478,21.9033,0.24436599999999997,0.274493,30365.0
479,5.97124,0.152302,0.863067,189460.0
480,2.05654,1.40409,1.61338,10122.0
481,7.47335,0.322725,-0.710363,91089.0
482,18.6873,0.316646,1.7914299999999999,4866.5
483,0.591253,1.37962,1.9243299999999999,1622.3
484,1.15539,0.45878100000000005,1.0125,2339.7
485,2.6772400000000003,0.114052,0.533621,43793.0
486,1.15755,1.45835,1.60104,7018.6
487,0.758238,0.902432,0.030481400000000002,3374.3
488,0.8461350000000001,1.60763,0.797455,91089.0
489,3.10842,0.146837,0.6826979999999999,43793.0
490,5.571280000000001,0.377341,1.11352,14599.0
491,1.41022,1.36626,0.492183,7018.6
492,11.4263,0.178922,0.819185,91089.0
493,1.8396,1.2593,-1.78499,91089.0
494,0.7748659999999999,0.484151,0.69413,7018.6
495,1.71387,0.163766,1.7737,4866.5
496,4.01014,0.411912,1.45279,21054.0
497,0.985959,1.2256799999999999,-0.188823,10638000.0
498,1.0923399999999999,1.90307,-0.8350489999999999,21054.0
499,7.58582,0.24859299999999998,-0.0656241,91089.0
500,1.85001,0.43356300000000003,-0.684976,819690.0
501,0.8240569999999999,0.757562,-1.3358,7018.6
502,7.91707,0.17236400000000002,1.2496,43793.0
503,0.545086,1.95192,1.7036099999999998,1622.3
504,2.4992799999999997,0.34929099999999996,0.011503600000000001,30365.0
505,1.43545,1.66485,-0.0355601,63159.0
506,0.650569,1.81715,1.54941,7018.6
507,2.35161,1.50807,0.52178,7018.6
508,5.43245,0.12576400000000001,0.571933,14599.0
509,1.51568,1.5442200000000001,-0.223867,3374.3
510,1.9223299999999999,0.751724,1.8497299999999999,14599.0
511,19.7508,0.32417199999999996,1.0728600000000001,21054.0
512,1.47332,0.7273609999999999,1.05,63159.0
513,3.82496,0.420806,0.393156,14599.0
514,0.836202,1.27162,0.703971,21054.0
515,1.51076,0.8663870000000001,1.47339,4866.5
516,15.4655,0.343484,1.32784,10122.0
517,1.1782299999999999,0.8395,-0.14974300000000001,14599.0
518,9.090710000000001,0.207319,1.55584,4866.5
519,6.88198,0.18015699999999998,0.195822,43793.0
520,1.5091700000000001,0.654914,0.130048,189460.0
521,0.789928,1.09543,-1.38887,273250.0
522,1.33841,0.8589950000000001,-0.595971,394080.0
523,6.678789999999999,0.184998,0.5539850000000001,63159.0
524,1.55714,0.171848,1.0746200000000001,21054.0
525,4.51662,0.108027,0.730809,819690.0
526,19.4097,0.2349,0.0663602,273250.0
527,0.700019,1.84917,-1.83648,21054.0
528,1.9471900000000002,0.5401,-1.08542,568360.0
529,7.2016,0.126359,1.18011,7018.6
530,0.6875439999999999,1.33782,-1.36178,7018.6
531,1.00319,1.93677,1.3862,21054.0
532,1.47964,1.4862,0.5138699999999999,10122.0
533,0.799988,0.591406,1.84325,2339.7
534,1.8367099999999998,1.8758599999999999,-0.552114,10122.0
535,9.47903,0.279971,-0.8348040000000001,1182200.0
536,6.03993,0.074938,1.89342,3374.3
537,2.5287,1.42229,-1.05271,394080.0
538,0.622529,1.94861,-0.561392,30365.0
539,1.45555,0.39507600000000004,0.135435,63159.0
540,5.54282,0.290166,1.25429,394080.0
541,3.49698,0.261585,0.420475,91089.0
542,1.1254899999999999,1.23606,-0.7202729999999999,273250.0
543,0.997842,0.866066,1.5079799999999999,30365.0
544,0.887173,1.30445,-0.546445,14599.0
545,1.7433599999999998,1.39913,-1.2427700000000002,394080.0
546,0.91617,0.8886780000000001,1.1845700000000001,14599.0
